L11,L12,L22,branch,cauchy_schwarz_determinant,cauchy_schwarz_ok,chemical_potential,disorder_full_width,final_residual,half_filling,ill_conditioned,index,interaction,iterations,kappa_e,kappa_half_filling_formula,kappa_half_relative_difference,lorenz,lorenz_over_L0,max_imag_sigma_global,max_imag_sigma_relevant,rho_arith_zero,rho_floor_count_final,rho_typ_zero,rho_zero,sigma,status,sum_rule_arith_bath,sum_rule_medium,target_filling,tau_symmetry_relative_error,temperature,temperatures,thermopower
0.14172711434435992,0.0,4.7417269033329574e-05,arith,6.720312710183977e-06,True,0.15,0.0,9.490445818741836e-09,True,False,18,0.3,602,0.004741726903332957,0.004741726903332957,0.0,3.3456737796917233,1.0169628823184982,-1.4229869554115496e-06,-1.4229869554115496e-06,1.017474163099935,0.0,1.017474163099935,1.017474163099935,0.14172711434435992,success,0.9998400037031008,0.9998400037031008,0.5,2.0221169655544055e-15,0.01,"[0.01, 0.02]",-0.0
0.1438211985962676,-4.336808689942018e-19,0.00019928708629757274,arith,2.866170761607473e-05,True,0.15,0.0,9.490445818741836e-09,True,False,18,0.3,602,0.009964354314878637,0.009964354314878637,0.0,3.4641465973491155,1.0529743006619678,-1.4229869554115496e-06,-1.4229869554115496e-06,1.017474163099935,0.0,1.017474163099935,1.017474163099935,0.1438211985962676,success,0.9998400037031008,0.9998400037031008,0.5,2.0221169655544055e-15,0.02,"[0.01, 0.02]",1.5077084366805454e-16
0.1417271227374945,0.0,4.7417277174145015e-05,typ,6.7203142619378465e-06,True,0.15,0.0,8.368754795695554e-09,True,False,19,0.3,296,0.004741727717414501,0.004741727717414501,0.0,3.34567415596031,1.0169629966904339,-5.638607252433968e-06,-5.638607252433968e-06,1.017474163099935,0.0,1.017474163099935,1.017474163099935,0.1417271227374945,success,0.9998281758756742,0.9998281758756742,0.5,4.043445913071204e-15,0.01,"[0.01, 0.02]",-0.0
0.14382121231913148,-8.673617379884035e-19,0.0001992870246693578,typ,2.86617014874197e-05,True,0.15,0.0,8.368754795695554e-09,True,False,19,0.3,296,0.009964351233467889,0.009964351233467889,0.0,3.4641451955492957,1.052973874565917,-5.638607252433968e-06,-5.638607252433968e-06,1.017474163099935,0.0,1.017474163099935,1.017474163099935,0.14382121231913148,success,0.9998281758756742,0.9998281758756742,0.5,4.043445913071204e-15,0.02,"[0.01, 0.02]",3.0154165856416746e-16
0.15209607996169633,2.168404344971009e-19,5.0084444392401984e-05,arith,7.617647659143906e-06,True,0.15,0.25,9.41676752760262e-09,True,False,20,0.3,503,0.005008444439240198,0.005008444439240198,0.0,3.2929477475695084,1.000936090368338,-1.7582800904884874e-06,-1.7582800904884874e-06,1.0326412544668233,0.0,1.0325556399430185,1.0326412544668233,0.15209607996169633,success,0.9998401148405189,0.9998401148405189,0.5,3.0821397051198348e-15,0.01,"[0.01, 0.02]",-1.4256806260339496e-16
0.15221124941034964,4.336808689942018e-19,0.00020072788185327212,arith,3.05530416883796e-05,True,0.15,0.25,9.41676752760262e-09,True,False,20,0.3,503,0.010036394092663607,0.010036394092663607,0.0,3.2968634485110466,1.0021263207308964,-1.7582800904884874e-06,-1.7582800904884874e-06,1.0326412544668233,0.0,1.0325556399430185,1.0326412544668233,0.15221124941034964,success,0.9998401148405189,0.9998401148405189,0.5,3.0821397051198348e-15,0.02,"[0.01, 0.02]",-1.4246018959644437e-16
0.15206533274604658,-2.168404344971009e-19,5.009077610113103e-05,typ,7.617070535326208e-06,True,0.15,0.25,8.015668989834457e-09,True,False,21,0.3,270,0.005009077610113103,0.005009077610113103,0.0,3.294029953874105,1.0012650416395188,-7.96086360337696e-05,-7.96086360337696e-05,1.0326673819712238,0.0,1.0325816827559593,1.0325816827559593,0.15206533274604658,success,0.9998285856308746,0.9654760246688375,0.5,2.661793127725931e-15,0.01,"[0.01, 0.02]",1.4259688949566863e-16
0.15222696734256316,0.0,0.00020099958561784528,typ,3.059755735571646e-05,True,0.15,0.25,8.015668989834457e-09,True,False,21,0.3,270,0.010049979280892263,0.010049979280892263,0.0,3.300985185586843,1.003379178568443,-7.96086360337696e-05,-7.96086360337696e-05,1.0326673819712238,0.0,1.0325816827559593,1.0325816827559593,0.15222696734256316,success,0.9998285856308746,0.9654760246688375,0.5,2.661793127725931e-15,0.02,"[0.01, 0.02]",-0.0
0.13215725580421617,0.0,4.324984019693363e-05,arith,5.715780194397629e-06,True,0.15,0.5,9.186789051065956e-09,True,False,22,0.3,386,0.004324984019693363,0.004324984019693363,0.0,3.272604287501696,0.9947524200079839,-2.767446508560468e-06,-2.767446508560468e-06,1.0045128383190371,0.0,1.0017982802958025,1.0045128383190371,0.13215725580421617,success,0.9998386664426153,0.9998386664426153,0.5,3.145108274057726e-15,0.01,"[0.01, 0.02]",-0.0
0.13151155127814762,-2.168404344971009e-19,0.00016949866740119127,arith,2.2291032689509456e-05,True,0.15,0.5,9.186789051065956e-09,True,False,22,0.3,386,0.008474933370059563,0.008474933370059563,0.0,3.2221250862348336,0.9794085827429491,-2.767446508560468e-06,-2.767446508560468e-06,1.0045128383190371,0.0,1.0017982802958025,1.0045128383190371,0.13151155127814762,success,0.9998386664426153,0.9998386664426153,0.5,3.145108274057726e-15,0.02,"[0.01, 0.02]",8.244159254059828e-17
0.1310288795736947,1.0842021724855044e-19,4.2879495498236375e-05,typ,5.618452251819198e-06,True,0.15,0.5,6.832278117350175e-09,True,False,23,0.3,231,0.004287949549823637,0.004287949549823637,0.0,3.27252248800003,0.9947275559409935,-0.00034087964199749476,-0.00034087964199749476,1.0054253079496958,0.0,1.0027055936418428,1.0027055936418428,0.1310288795736947,success,0.9998296681805694,0.8669144654447973,0.5,1.0573922831599774e-15,0.01,"[0.01, 0.02]",-8.274528302561845e-17
0.13038398107133273,-2.168404344971009e-19,0.0001679952576485102,typ,2.190389049331702e-05,True,0.15,0.5,6.832278117350175e-09,True,False,23,0.3,231,0.008399762882425511,0.008399762882425511,0.0,3.221163678776622,0.9791163499180633,-0.00034087964199749476,-0.00034087964199749476,1.0054253079496958,0.0,1.0027055936418428,1.0027055936418428,0.13038398107133273,success,0.9998296681805694,0.8669144654447973,0.5,1.0573922831599774e-15,0.02,"[0.01, 0.02]",8.315455346407473e-17
0.08703380607118091,0.0,2.855109954938469e-05,arith,2.484910861300128e-06,True,0.15,0.75,8.983587084941379e-09,True,False,24,0.3,309,0.0028551099549384692,0.0028551099549384692,0.0,3.280460873563782,0.9971405358055793,-4.460436572315159e-06,-4.460436572315159e-06,0.908089274738373,0.0,0.873983805789963,0.908089274738373,0.08703380607118091,success,0.9998381871454267,0.9998381871454267,0.5,2.3896652273885005e-15,0.01,"[0.01, 0.02]",-0.0
0.08679929103738053,2.168404344971009e-19,0.00011289095412579759,arith,9.79885478265268e-06,True,0.15,0.75,8.983587084941379e-09,True,False,24,0.3,309,0.00564454770628988,0.00564454770628988,0.0,3.2514941302107108,0.9883357016371883,-4.460436572315159e-06,-4.460436572315159e-06,0.908089274738373,0.0,0.873983805789963,0.908089274738373,0.08679929103738053,success,0.9998381871454267,0.9998381871454267,0.5,2.3896652273885005e-15,0.02,"[0.01, 0.02]",-1.2490910461683237e-16
0.0782879339906991,1.0842021724855044e-19,2.5626048914228233e-05,typ,2.006210425839526e-06,True,0.15,0.75,7.844069013747874e-09,True,False,25,0.3,191,0.002562604891422823,0.002562604891422823,0.0,3.273307597729262,0.9949662006821581,-0.0009766247653149479,-0.0009766247653149479,0.9179215310781309,0.0,0.8816341850569542,0.8816341850569542,0.0782879339906991,success,0.9997730612108047,0.714792713001666,0.5,8.84936417477562e-16,0.01,"[0.01, 0.02]",-1.3848905153306406e-16
0.07791903539032694,4.336808689942018e-19,0.00010047368795959878,typ,7.828812847920643e-06,True,0.15,0.75,7.844069013747874e-09,True,False,25,0.3,191,0.0050236843979799385,0.0050236843979799385,0.0,3.223656692369418,0.9798741351822389,-0.0009766247653149479,-0.0009766247653149479,0.9179215310781309,0.0,0.8816341850569542,0.8816341850569542,0.07791903539032694,success,0.9997730612108047,0.714792713001666,0.5,8.84936417477562e-16,0.02,"[0.01, 0.02]",-2.782894236445078e-16
0.05549992726370063,-1.0842021724855044e-19,1.8236278177971814e-05,arith,1.0121121124380466e-06,True,0.15,1.0,8.838413303744333e-09,True,False,26,0.3,260,0.0018236278177971813,0.0018236278177971813,0.0,3.28582019420035,0.998769573936827,-6.854136756343811e-06,-6.854136756343811e-06,0.7911449492070629,0.0,0.6888732218466643,0.7911449492070629,0.05549992726370063,success,0.9998382058551176,0.9998382058551176,0.5,2.124617536087899e-15,0.01,"[0.01, 0.02]",1.9535199881146868e-16
